0.000000,0.000000,nan
10.000000,0.000000,nan
20.000000,0.150718,0.020405
30.000000,0.301099,0.029365
40.000000,0.521008,0.040819
50.000000,0.825203,0.055345
60.000000,0.891566,0.058209
70.000000,0.924000,0.059644
80.000000,0.958000,0.061265
90.000000,0.960000,0.061361
100.000000,0.960000,0.061361
110.000000,0.960000,0.061361
120.000000,0.960000,0.061361
130.000000,0.960000,0.061361
140.000000,0.960000,0.061361
150.000000,0.960000,0.061361
160.000000,0.960000,0.061361
170.000000,0.960000,0.061361
180.000000,0.960000,0.061361
190.000000,0.960000,0.061361
200.000000,0.960000,0.061361
210.000000,0.960000,0.061361
220.000000,0.960000,0.061361
230.000000,0.966000,0.061646
240.000000,0.976000,0.062122
250.000000,0.980000,0.062312
260.000000,0.980000,0.062312
270.000000,0.980000,0.062312
280.000000,0.980000,0.062312
290.000000,0.980000,0.062312
300.000000,0.980000,0.062312
310.000000,0.980000,0.062312
320.000000,0.980000,0.062312
330.000000,0.980000,0.062312
340.000000,0.980000,0.062312
350.000000,0.980000,0.062312
360.000000,0.980000,0.062312
370.000000,0.980000,0.062312
380.000000,0.980000,0.062312
390.000000,0.980000,0.062312
400.000000,0.980000,0.062312
410.000000,0.980000,0.062312
420.000000,0.980000,0.062312
430.000000,0.980000,0.062312
440.000000,0.980000,0.062312
450.000000,0.980000,0.062312
460.000000,0.980000,0.062312
470.000000,0.980000,0.062312
480.000000,0.980000,0.062312
490.000000,0.980000,0.062312
500.000000,0.980000,0.062312
600.000000,1.000000,0.063261
800.000000,1.000000,0.063261
1000.000000,1.000000,0.063261
1200.000000,1.000000,0.063261
1400.000000,1.000000,0.063261
1600.000000,1.000000,0.063261
1800.000000,1.000000,0.063261
2000.000000,1.000000,0.063261
