% Model:              basic_detector.mph
% Version:            COMSOL 5.2.0.220
% Date:               Feb 19 2020, 21:11
% Dimension:          3
% Nodes:              20038
% Expressions:        4
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        cm
% x                       y                        z                        V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0                         0.07366437581388235      1.8500000000000005       0                        0                        0                        0
3.469446951953614E-18     0.07149852959788733      1.8832295098144347       0                        0                        0                        0
0                         0.05351959710367936      1.9800000000000009       0                        0                        0                        0
1.0842021724855044E-18    2.061864287873196        1.9779993692603983       0                        0                        0                        0
-3.469446951953614E-18    2.138014195252275        1.8500000000000003       0                        0                        0                        0
6.938893903907228E-18     2.03298721995721         1.8500000000000005       0                        0                        0                        0
0                         2.1634612954000705       1.8943301251963576       0                        0                        0                        0
0                         2.197144757908398        1.85                     0                        0                        0                        0
0                         1.2744450508190792       1.85                     0                        0                        0                        0
-1.0842021724855044E-18   2.060237472529983        1.9792177624854466       0                        0                        0                        0
0                         1.997971271716762        1.8500000000000003       0                        0                        0                        0
5.204170427930421E-18     1.9879816800266294       1.8680125241786403       0                        0                        0                        0
-2.4936649967166602E-18   2.0595696471785487       1.9800000000000009       0                        0                        0                        0
1.3877787807814457E-17    1.9268974669846273       1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    1.6573318491421913       1.9800000000000013       0                        0                        0                        0
-1.3877787807814457E-17   0.6989433682637354       1.980000000000001        0                        0                        0                        0
1.0408340855860843E-17    0.24370103645889482      1.9800000000000009       0                        0                        0                        0
6.938893903907228E-18     -0.025292282207690437    1.9146556193994138       0                        0                        0                        0
6.938893903907228E-18     -0.03181625599240114     1.85                     0                        0                        0                        0
1.0408340855860843E-17    -0.13630663752138572     1.8500000000000008       0                        0                        0                        0
6.938893903907228E-18     -0.09649084851417064     1.922640581211092        0                        0                        0                        0
0                         -0.04373042427781908     1.9800000000000009       0                        0                        0                        0
6.938893903907228E-18     -0.10539519730711258     1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    -0.13953395097124582     1.8946560119337867       0                        0                        0                        0
-3.469446951953614E-18    -0.17722778168344072     1.980000000000001        0                        0                        0                        0
0                         -0.18653727756439942     1.9117036786860997       0                        0                        0                        0
-3.469446951953614E-18    -0.23385268833194794     1.9800000000000009       0                        0                        0                        0
-1.734723475976807E-18    -0.28000507135198505     1.8907493122935284       0                        0                        0                        0
-3.469446951953614E-18    -0.24490213892270263     1.8500000000000005       0                        0                        0                        0
-3.469446951953614E-18    -0.2868894528984593      1.8500000000000005       0                        0                        0                        0
-4.3368086899420177E-19   -0.3862929180311049      1.8500000000000003       0                        0                        0                        0
-2.6020852139652106E-18   2.396286840128742        1.8500000000000003       0                        0                        0                        0
0                         2.336319262476677        1.9626693125101458       0                        0                        0                        0
-3.469446951953614E-18    2.2653694455639544       1.8500000000000003       0                        0                        0                        0
-3.469446951953614E-18    2.6832505659067762       1.8779354282792746       0                        0                        0                        0
-3.469446951953614E-18    2.655856258529635        1.8500000000000003       0                        0                        0                        0
-3.469446951953614E-18    2.699365049869813        1.8500000000000003       0                        0                        0                        0
-1.734723475976807E-18    2.643186981557583        1.919277940143447        0                        0                        0                        0
-3.469446951953614E-18    2.593869380375702        1.8500000000000003       0                        0                        0                        0
0                         2.2038303703097153       1.9800000000000013       0                        0                        0                        0
1.8431436932253575E-18    2.0619299747749062       1.9800000000000009       0                        0                        0                        0
-1.3877787807814457E-17   2.236201084629829        1.9018697862618037       0                        0                        0                        0
1.734723475976807E-18     2.3302577528122774       1.980000000000001        0                        0                        0                        0
-2.0599841277224584E-18   2.060583829181577        1.9800000000000009       0                        0                        0                        0
0                         2.9633965330123204       1.8500000000000005       0                        0                        0                        0
8.673617379884035E-19     2.9567911257129786       1.8630362650309986       0                        0                        0                        0
0                         2.9566427766592276       1.8500000000000008       0                        0                        0                        0
0                         2.766013127586577        1.9800000000000009       0                        0                        0                        0
0                         2.6843682749660256       1.980000000000001        0                        0                        0                        0
3.469446951953614E-18     2.7835412641120745       1.9444986230175298       0                        0                        0                        0
-3.469446951953614E-18    2.828833659047133        1.9800000000000009       0                        0                        0                        0
6.938893903907228E-18     -0.1823277634572349      1.8500000000000008       0                        0                        0                        0
8.673617379884035E-19     -0.3937581767095251      1.852422789702655        0                        0                        0                        0
4.9873299934333204E-18    -0.3945454121641576      1.8500000000000003       0                        0                        0                        0
3.469446951953614E-18     -0.28437607887978633     1.9800000000000009       0                        0                        0                        0
-1.0408340855860843E-17   -0.41051594309284056     1.9800000000000009       0                        0                        0                        0
-1.951563910473908E-18    -0.3966848003286521      1.8500000000000003       0                        0                        0                        0
-1.734723475976807E-18    -0.4321418043882028      1.9631904988359457       0                        0                        0                        0
-6.938893903907228E-18    -0.513240670201708       1.8500000000000003       0                        0                        0                        0
-6.938893903907228E-18    2.817556816966631        1.8500000000000003       0                        0                        0                        0
-6.938893903907228E-18    2.869494574461824        1.9351106257776487       0                        0                        0                        0
-7.37257477290143E-18     2.400899583464832        1.8500000000000003       0                        0                        0                        0
-7.37257477290143E-18     2.4006127436504734       1.852247427328971        0                        0                        0                        0
-1.5612511283791264E-17   2.3458445270661854       1.9800000000000009       0                        0                        0                        0
0                         2.404911676856035        1.8548451042982639       0                        0                        0                        0
-8.673617379884035E-19    2.3633685839731537       1.9800000000000009       0                        0                        0                        0
0                         2.490896708520317        1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    2.5307264809469885       1.884963726182788        0                        0                        0                        0
-6.938893903907228E-18    2.5856408502197565       1.9800000000000013       0                        0                        0                        0
-6.938893903907228E-18    2.5393581352005437       1.8500000000000005       0                        0                        0                        0
3.469446951953614E-18     2.4045319992682863       1.8500000000000003       0                        0                        0                        0
3.469446951953614E-18     2.6271631919604896       1.9800000000000013       0                        0                        0                        0
0                         3.0298634046187036       1.962531514693868        0                        0                        0                        0
0                         2.998790323197677        1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    3.0391731404937774       1.9800000000000009       0                        0                        0                        0
8.673617379884035E-19     2.9721539982815077       1.8500000000000005       0                        0                        0                        0
0                         3.052636963628496        1.9544779501350962       0                        0                        0                        0
0                         3.064291038741046        1.9800000000000009       0                        0                        0                        0
0                         3.0890088251465135       1.8500000000000003       0                        0                        0                        0
6.938893903907228E-18     2.9032115957714884       1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    -0.42953160468772733     1.9800000000000009       0                        0                        0                        0
1.734723475976807E-18     -0.5464277177195924      1.903123249990209        0                        0                        0                        0
6.938893903907228E-18     -0.5670300309974052      1.9800000000000009       0                        0                        0                        0
0                         -0.470668351638097       1.9800000000000009       0                        0                        0                        0
0                         -0.5396931891006576      1.8500000000000005       0                        0                        0                        0
0                         -0.616207058649322       1.9163448486560797       0                        0                        0                        0
-1.0408340855860843E-17   -0.6267638664952895      1.8500000000000008       0                        0                        0                        0
3.469446951953614E-18     -0.6138740336848585      1.9800000000000009       0                        0                        0                        0
0                         3.1676786137095343       1.9800000000000009       0                        0                        0                        0
-1.734723475976807E-18    3.2027312711073854       1.875680397308292        0                        0                        0                        0
-1.734723475976807E-18    3.1997663988688          1.8500000000000005       0                        0                        0                        0
-1.734723475976807E-18    3.222451535378443        1.8500000000000003       0                        0                        0                        0
-6.938893903907228E-18    3.2425518356581913       1.9800000000000009       0                        0                        0                        0
-1.734723475976807E-18    3.2321336536224727       1.8748789492060929       0                        0                        0                        0
-1.734723475976807E-18    3.2495273444107804       1.8500000000000003       0                        0                        0                        0
-1.3877787807814457E-17   -0.7090323533285984      1.9238938220979018       0                        0                        0                        0
-1.0408340855860843E-17   -0.672838335162454       1.850000000000001        0                        0                        0                        0
6.938893903907228E-18     -0.7192331539108693      1.9800000000000009       0                        0                        0                        0
1.3877787807814457E-17    -0.7951296285412309      1.8500000000000003       0                        0                        0                        0
-3.469446951953614E-18    -0.7988864135307228      1.8927818095942608       0                        0                        0                        0
1.3877787807814457E-17    -0.8130123821606631      1.9800000000000013       0                        0                        0                        0
0                         3.3395723562552186       1.8500000000000005       0                        0                        0                        0
0                         3.301100753743058        1.9249507501354466       0                        0                        0                        0
1.3877787807814457E-17    3.3089644574920607       1.9800000000000009       0                        0                        0                        0
-6.938893903907228E-18    3.3511283861890635       1.8872330987404746       0                        0                        0                        0
3.469446951953614E-18     3.40206606954895         1.8500000000000005       0                        0                        0                        0
1.734723475976807E-18     3.42677935470389         1.9800000000000009       0                        0                        0                        0
0                         3.43546328611899         1.9469559166191788       0                        0                        0                        0
0                         3.4611473355942852       1.9800000000000009       0                        0                        0                        0
-1.734723475976807E-18    3.4555477267866723       1.9670677771582419       0                        0                        0                        0
-1.734723475976807E-18    3.469710808667539        1.955297435507532        0                        0                        0                        0
0                         3.4566102704032864       1.8500000000000005       0                        0                        0                        0
0                         -0.8545235276626216      1.85                     0                        0                        0                        0
0                         -0.853079642077913       1.896949099827355        0                        0                        0                        0
-1.3877787807814457E-17   -0.8743859670554227      1.980000000000001        0                        0                        0                        0
-3.469446951953614E-18    -0.9666009563103377      1.8886682355330238       0                        0                        0                        0
-3.469446951953614E-18    -0.9723139751939514      1.8500000000000005       0                        0                        0                        0
8.673617379884035E-18     -1.0133271170362463      1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    3.487323725546996        1.980000000000001        0                        0                        0                        0
6.938893903907228E-18     3.5250682026523346       1.8500000000000003       0                        0                        0                        0
6.938893903907228E-18     3.5718769304981253       1.9124465414683147       0                        0                        0                        0
0                         3.651823048647447        1.8500000000000005       0                        0                        0                        0
1.0408340855860843E-17    3.669969020467258        1.8799040839247374       0                        0                        0                        0
0                         3.608180798387698        1.9800000000000009       0                        0                        0                        0
-1.734723475976807E-18    -1.034151876317345       1.9663784163112346       0                        0                        0                        0
-8.673617379884035E-18    -1.029491426303098       1.9800000000000009       0                        0                        0                        0
-6.938893903907228E-18    -1.0106167725320538      1.8500000000000005       0                        0                        0                        0
-3.469446951953614E-18    -1.1521873740418085      1.8500000000000003       0                        0                        0                        0
0                         -1.1630242259952666      1.942434716656959        0                        0                        0                        0
-6.938893903907228E-18    -1.043698651599647       1.9800000000000009       0                        0                        0                        0
0                         -1.189935474721009       1.9800000000000009       0                        0                        0                        0
-8.673617379884035E-18    3.71262535071744         1.9800000000000009       0                        0                        0                        0
1.734723475976807E-18     3.828094572525621        1.8500000000000005       0                        0                        0                        0
0                         3.833565647398724        1.8677575539790785       0                        0                        0                        0
0                         3.784003640998997        1.9141721808851901       0                        0                        0                        0
1.734723475976807E-18     3.7641311823735255       1.8500000000000005       0                        0                        0                        0
1.0408340855860843E-17    3.69046668649114         1.8500000000000005       0                        0                        0                        0
-6.938893903907228E-18    3.7347528925590447       1.963573014080625        0                        0                        0                        0
-6.938893903907228E-18    3.7389116771537103       1.9800000000000009       0                        0                        0                        0
3.469446951953614E-18     3.8634031515005898       1.8500000000000005       0                        0                        0                        0
0                         -1.2070300459166312      1.9487179339528007       0                        0                        0                        0
-3.469446951953614E-18    -1.178289869793678       1.8500000000000003       0                        0                        0                        0
0                         -1.2483279346751672      1.9800000000000009       0                        0                        0                        0
0                         -1.3178408566280009      1.8500000000000003       0                        0                        0                        0
-6.938893903907228E-18    -1.3300808542237383      1.9039951930749548       0                        0                        0                        0
-3.469446951953614E-18    -1.2517841057004007      1.9251363306513247       0                        0                        0                        0
0                         -1.3266728768739715      1.980000000000001        0                        0                        0                        0
6.938893903907228E-18     -1.2126899461171734      1.8500000000000003       0                        0                        0                        0
0                         3.887669325394555        1.980000000000001        0                        0                        0                        0
0                         3.929127089811141        1.9800000000000009       0                        0                        0                        0
0                         3.9276971927028104       1.9186246095583965       0                        0                        0                        0
0                         3.7838649513737646       1.9800000000000009       0                        0                        0                        0
6.938893903907228E-18     3.959960054181865        1.8500000000000005       0                        0                        0                        0
-3.469446951953614E-18    4.050892194287671        1.9800000000000013       0                        0                        0                        0
-1.734723475976807E-18    4.068022113074432        1.9800000000000013       0                        0                        0                        0
0                         4.066025078353343        1.9655282051634249       0                        0                        0                        0
0                         4.040299898641653        1.9521617347099094       0                        0                        0                        0
-1.734723475976807E-18    4.057858439605003        1.8500000000000003       0                        0                        0                        0
0                         4.095200098943547        1.85                     0                        0                        0                        0
0                         -1.4039628258635939      1.8500000000000003       0                        0                        0                        0
-1.734723475976807E-18    -1.4495521911912936      1.9800000000000013       0                        0                        0                        0
0                         -1.4604095614248662      1.951695708894362        0                        0                        0                        0
1.734723475976807E-18     -1.462361059999367       1.9800000000000013       0                        0                        0                        0
-3.469446951953614E-18    -1.4510821553613575      1.8500000000000003       0                        0                        0                        0
3.469446951953614E-18     -1.48420205285588        1.8500000000000003       0                        0                        0                        0
-2.6020852139652106E-18   4.146274487973386        1.9800000000000009       0                        0                        0                        0
2.6020852139652106E-18    4.164130579445702        1.9446107341197851       0                        0                        0                        0
1.734723475976807E-18     4.128943551320852        1.8500000000000005       0                        0                        0                        0
6.938893903907228E-18     4.188935781308368        1.9800000000000009       0                        0                        0                        0
8.673617379884035E-19     4.194205764674487        1.9697781393085334       0                        0                        0                        0
-6.938893903907228E-18    4.21880631223811         1.8500000000000005       0                        0                        0                        0
0                         -1.4949414201512061      1.9507820281834907       0                        0                        0                        0
-3.469446951953614E-18    -1.5916547606957205      1.8500000000000003       0                        0                        0                        0
-1.734723475976807E-18    -1.482517535473399       1.9800000000000015       0                        0                        0                        0
1.0408340855860843E-17    -1.6022729497963646      1.8808598308479851       0                        0                        0                        0
0                         -1.6210453951192845      1.8500000000000003       0                        0                        0                        0
-1.3877787807814457E-17   -1.6009477298481611      1.9800000000000013       0                        0                        0                        0
3.469446951953614E-18     4.250000241001448        1.91204855263975         0                        0                        0                        0
1.734723475976807E-18     4.204150531779409        1.9800000000000009       0                        0                        0                        0
6.938893903907228E-18     4.29368428739096         1.9800000000000009       0                        0                        0                        0
1.0408340855860843E-17    4.319758042326925        1.8500000000000005       0                        0                        0                        0
-6.938893903907228E-18    4.329865702164444        1.9107323343747304       0                        0                        0                        0
0                         4.380308811778488        1.9800000000000009       0                        0                        0                        0
-1.0408340855860843E-17   4.371522285326787        1.8500000000000005       0                        0                        0                        0
-3.469446951953614E-18    4.420010292757269        1.9545803649571556       0                        0                        0                        0
0                         -1.7144900472686366      1.875480089951744        0                        0                        0                        0
1.734723475976807E-18     -1.6992193866669527      1.8500000000000003       0                        0                        0                        0
0                         -1.739815124779887       1.8500000000000003       0                        0                        0                        0
-1.734723475976807E-18    -1.7469112933184174      1.871958689228367        0                        0                        0                        0
6.938893903907228E-18     -1.6481289648914244      1.892995669722981        0                        0                        0                        0
-6.938893903907228E-18    -1.6669295343622834      1.9800000000000013       0                        0                        0                        0
0                         -1.754571394055988       1.980000000000001        0                        0                        0                        0
1.734723475976807E-18     -1.7773207075142212      1.85                     0                        0                        0                        0
1.0408340855860843E-17    -1.8167536113586886      1.8918005313009576       0                        0                        0                        0
-6.938893903907228E-18    4.422937229615938        1.9800000000000009       0                        0                        0                        0
5.204170427930421E-18     4.455432328005184        1.9278243092297203       0                        0                        0                        0
3.469446951953614E-18     4.434433159874805        1.8500000000000005       0                        0                        0                        0
3.469446951953614E-18     4.5052234145658545       1.8500000000000005       0                        0                        0                        0
3.469446951953614E-18     4.472207036932484        1.980000000000001        0                        0                        0                        0
6.938893903907228E-18     4.548765126245182        1.9318528491074098       0                        0                        0                        0
-1.3877787807814457E-17   4.570576942306069        1.9800000000000013       0                        0                        0                        0
-3.469446951953614E-18    -1.8591489950711761      1.8500000000000003       0                        0                        0                        0
-3.469446951953614E-18    -1.869545653740615       1.9097489450762044       0                        0                        0                        0
0                         -1.8923807300539701      1.9800000000000009       0                        0                        0                        0
-3.469446951953614E-18    -1.8485560575272308      1.9800000000000009       0                        0                        0                        0
0                         -1.9989768484862485      1.8500000000000003       0                        0                        0                        0
0                         -1.9830715121587685      1.8758911639101348       0                        0                        0                        0
1.734723475976807E-18     -2.029579127218158       1.9500105834241481       0                        0                        0                        0
1.734723475976807E-18     -2.0169520379144923      1.9800000000000013       0                        0                        0                        0
1.734723475976807E-18     -1.9459036158888412      1.85                     0                        0                        0                        0
-6.071532165918825E-18    4.624023849446736        1.8673136166725088       0                        0                        0                        0
