0.6207		0.06022		0.02061		0.00286739
0.6815		0.07025		0.02061		0.00286739
0.74542		0.08029		0.02061		0.00286739
0.80829		0.09032		0.01958		0.00286739
0.87117		0.10036		0.0237		0.00286739
0.93713		0.11039		0.02267		0.00286739
0.99589		0.12079		0.02267		0.00286739
1.05052		0.12975		0.02267		0.00286739
1.10824		0.14014		0.02576		0.00286739
1.16802		0.15054		0.02885		0.00286739
1.22367		0.15986		0.02885		0.00286739
1.27007		0.17025		0.02576		0.00286739
1.32059		0.18029		0.02885		0.00286739
1.37831		0.18996		0.02885		0.00286739
1.42882		0.20036		0.02988		0.00286739
1.48345		0.21039		0.03194		0.00286739
1.5319		0.22007		0.03297		0.00286739
1.57725		0.23011		0.03091		0.00286739
1.6288		0.24014		0.034		0.00286739
1.67725		0.25018		0.03709		0.00286739
1.72467		0.26022		0.03915		0.00286739
1.77312		0.26989		0.04018		0.00286739
1.82363		0.28065		0.04533		0.00286739
1.86693		0.28996		0.04636		0.00286739
1.91229		0.3		0.05048		0.00286739
1.96383		0.31003		0.05152		0.00286739
2.01125		0.32007		0.05461		0.00286739
2.05661		0.33011		0.05873		0.00286739
2.09579		0.34013		0.06182		0.00286739
2.14011		0.34982		0.06491		0.00286739
2.17105		0.36057		0.06593		0.00286739
2.2092		0.36989		0.068		0.00286739
2.2494		0.38029		0.07006		0.00286739
2.28446		0.39068		0.07727		0.00286739
