% Model:              basic_detector.mph
% Version:            COMSOL 5.2.0.220
% Date:               Feb 17 2020, 22:21
% Dimension:          3
% Nodes:              9774
% Expressions:        4
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        cm
% x                       y                        z                        V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
5.551115123125783E-17     -6.974200604898609       -4.639269987275648       0                        0                        0                        0
0                         -5.882643387906927       -4.313732386385424       0                        0                        0                        0
-6.938893903907228E-18    -5.93791375009876        -4.2739483986363425      0                        0                        0                        0
2.7755575615628914E-17    -6.6449581980048045      -4.271377596439212       0                        0                        0                        0
-2.0816681711721685E-17   -9.292944743590384       -1.299455822590899       0                        0                        0                        0
1.0408340855860843E-16    -9.330303844193905       -1.2176359871500924      0                        0                        0                        0
0                         -10                      -0.5586922759077481      0                        0                        0                        0
1.3877787807814457E-17    -9.262107669717622       -1.0758181418440214      0                        0                        0                        0
6.938893903907228E-18     -5.834422252359785       -4.324501176461522       0                        0                        0                        0
0                         -5.594466747032426       -5                       0                        0                        0                        0
-6.938893903907228E-17    -5.180062120411042       -4.355096764828244       0                        0                        0                        0
-2.7755575615628914E-17   -4.738103314109998       -5                       0                        0                        0                        0
0                         -4.8674588539009775      -4.487233222513547       0                        0                        0                        0
0                         -5.669944971835358       -4.270344694786036       0                        0                        0                        0
1.3877787807814457E-17    -5.044920549539288       -4.242600467493198       0                        0                        0                        0
6.938893903907228E-18     -5.850422960875626       -4.275585425858369       0                        0                        0                        0
0                         -10.000000000000004      0.5586922759082037       0                        0                        0                        0
-5.551115123125783E-17    -9.033009723143529       0.04463336425694782      0                        0                        0                        0
0                         -10.000000000000002      1.6760768277241531       0                        0                        0                        0
-6.938893903907228E-17    -9.283405108074406       1.3999768542170676       0                        0                        0                        0
6.938893903907228E-18     -9.391657080176735       2.167596964029433        0                        0                        0                        0
5.551115123125783E-17     -9.356951516045811       2.1315623331468805       0                        0                        0                        0
0                         -9.999999999999996       2.793461379540103        0                        0                        0                        0
4.163336342344337E-17     -9.350442224785585       2.2123270941391264       0                        0                        0                        0
0                         -4.334115433296587       -4.520755905603009       0                        0                        0                        0
-2.7755575615628914E-17   -4.353042525014592       -5                       0                        0                        0                        0
6.938893903907228E-18     -3.771447563135794       -5                       0                        0                        0                        0
-2.7755575615628914E-17   -3.606811140564532       -4.8867904158736675      0                        0                        0                        0
0                         -4.064272953311347       -4.192785554909599       0                        0                        0                        0
5.551115123125783E-17     -3.5891014301304676      -5                       0                        0                        0                        0
6.938893903907228E-18     -3.2331700194173942      -5                       0                        0                        0                        0
-1.3877787807814457E-17   -4.807161074358159       -2.4405048276956607      0                        0                        0                        0
-6.938893903907228E-18    -4.530332247248774       -2.6584857237052377      0                        0                        0                        0
-4.163336342344337E-17    -4.215296910877518       -2.5536093701641986      0                        0                        0                        0
-2.7755575615628914E-17   -4.367273638431138       -1.8500000000000005      0                        0                        0                        0
0                         -5.2                     -1.8500000000000003      0                        0                        0                        0
-4.163336342344337E-17    -9.137755231004267       3.201786224729744        0                        0                        0                        0
2.0816681711721685E-17    -9.179420923681715       3.2562215709181106       0                        0                        0                        0
0                         -10                      3.9101758230435006       0                        0                        0                        0
0                         -9.13493092067004        3.343984827039443        0                        0                        0                        0
0                         -10                      5                        0                        0                        0                        0
-2.7755575615628914E-17   -9.072051644352749       4.638760919833724        0                        0                        0                        0
5.551115123125783E-17     -9.009501701649471       5                        0                        0                        0                        0
-2.7755575615628914E-17   -8.778956844998936       4.7727785949781385       0                        0                        0                        0
-5.551115123125783E-17    -9.151297409941868       4.118357639948291        0                        0                        0                        0
0                         10                       -5                       0                        0                        0                        0
2.7755575615628914E-17    8.970098931173565        -5                       0                        0                        0                        0
3.469446951953614E-17     9.07146053559215         -4.289576827801118       0                        0                        0                        0
0                         10.000000000000002       -3.910175823044119       0                        0                        0                        0
-5.551115123125783E-17    9.176034860501828        -4.140723659426012       0                        0                        0                        0
-2.0816681711721685E-17   9.125624343225876        -4.0459208788291745      0                        0                        0                        0
-1.3877787807814457E-17   8.919482699094116        -4.240461235674336       0                        0                        0                        0
1.3877787807814457E-17    8.602766916103343        -4.608518638312805       0                        0                        0                        0
-5.551115123125783E-17    7.929381077404857        -4.827348933152818       0                        0                        0                        0
2.7755575615628914E-17    8.066715341215165        -5.000000000000001       0                        0                        0                        0
-5.551115123125783E-17    7.730316316551578        -5                       0                        0                        0                        0
1.3877787807814457E-17    8.318118013808375        -4.667409957839677       0                        0                        0                        0
2.7755575615628914E-17    8.476179886689856        -5.000000000000001       0                        0                        0                        0
5.421010862427522E-18     6.446275479504345        -4.997766807618903       0                        0                        0                        0
-3.393552799879629E-17    6.445547218702023        -5                       0                        0                        0                        0
-3.0574501264091225E-17   6.444333347044672        -5                       0                        0                        0                        0
0                         7.516382775281874        -4.5870280166247         0                        0                        0                        0
0                         7.118309770756838        -4.587218417605307       0                        0                        0                        0
-5.551115123125783E-17    7.183967879682437        -5                       0                        0                        0                        0
0                         -2.837197514537575       -5                       0                        0                        0                        0
0                         -2.8077879448965506      -4.848572975127015       0                        0                        0                        0
-2.7755575615628914E-17   -3.204012310301006       -4.30919351610536        0                        0                        0                        0
-5.551115123125783E-17    -2.4428801797455373      -4.65488841933081        0                        0                        0                        0
0                         -1.9374094858404871      -4.999999999999999       0                        0                        0                        0
0                         -2.740150475645698       -5                       0                        0                        0                        0
2.7755575615628914E-17    -2.0307401175035658      -4.472450659957609       0                        0                        0                        0
-2.7755575615628914E-17   -2.7177616024544284      -4.3197568771693975      0                        0                        0                        0
2.7755575615628914E-17    -3.7366935518054536      -1.8500000000000005      0                        0                        0                        0
2.7755575615628914E-17    -3.2848119567650524      -2.328145448140242       0                        0                        0                        0
-2.7755575615628914E-17   -3.3675483625392824      -1.8500000000000005      0                        0                        0                        0
-6.938893903907228E-18    -3.8629951080082146      -2.6989053170952704      0                        0                        0                        0
0                         -2.980412039236602       -1.8500000000000005      0                        0                        0                        0
0                         1.3737039981475225       -4.176396712215275       0                        0                        0                        0
0                         1.12085564229766         -4.476759082884548       0                        0                        0                        0
1.3877787807814457E-17    1.5442908098551076       -4.565089760973867       0                        0                        0                        0
3.469446951953614E-18     -0.32951229117728864     -4.610806022761612       0                        0                        0                        0
5.551115123125783E-17     -0.20831511137269584     -5                       0                        0                        0                        0
2.7755575615628914E-17    0.3211768010064646       -5                       0                        0                        0                        0
-1.3877787807814457E-17   -0.8235409217332474      -5                       0                        0                        0                        0
0                         -0.2634880324692111      -4.560442177658803       0                        0                        0                        0
0                         0.5649503066784396       -4.486230825785399       0                        0                        0                        0
2.7755575615628914E-17    1.5396432944483356       -5                       0                        0                        0                        0
0                         0.8316026762828129       -5                       0                        0                        0                        0
6.938893903907228E-18     -1.0980712333655671      -4.31161928195553        0                        0                        0                        0
-1.3877787807814457E-17   -1.031026714336183       -5                       0                        0                        0                        0
-1.3877787807814457E-17   -1.8176278590290642      -5                       0                        0                        0                        0
0                         -1.8539328370134291      -4.867363769481618       0                        0                        0                        0
0                         -1.1401894400737709      -4.269868477197636       0                        0                        0                        0
0                         -1.8500734463243182      -4.2249365821252         0                        0                        0                        0
0                         1.8178866631647914       -5                       0                        0                        0                        0
0                         10.000000000000002       -2.7934613795396492      0                        0                        0                        0
0                         9.29754636239852         -3.4367022937898204      0                        0                        0                        0
-1.3877787807814457E-17   -4.864637439944297       -2.5838442299142703      0                        0                        0                        0
-2.7755575615628914E-17   -5.775502524155003       -1.5370340205151145      0                        0                        0                        0
0                         -5.200000000000001       -0.9250000000000003      0                        0                        0                        0
0                         -5.897367207129877       -0.5265105303357732      0                        0                        0                        0
0                         -5.199999999999999       6.938893903907228E-18    0                        0                        0                        0
-2.7755575615628914E-17   -8.586254182774582       5                        0                        0                        0                        0
5.551115123125783E-17     -8.447661470727867       4.65634312881889         0                        0                        0                        0
-1.3877787807814457E-17   -8.003292601669123       4.467273243819395        0                        0                        0                        0
2.7755575615628914E-17    -7.895822467487558       4.573286364257806        0                        0                        0                        0
0                         -8.133246890935276       5.000000000000001        0                        0                        0                        0
2.7755575615628914E-17    -8.79509483406049        4.3350922446161775       0                        0                        0                        0
0                         8.471793550789727        -4.428213990223258       0                        0                        0                        0
0                         10                       -1.6760768277236981      0                        0                        0                        0
-5.551115123125783E-17    9.29356048361636         -2.200405453468628       0                        0                        0                        0
-2.7755575615628914E-17   7.09710304038816         -4.252686291499213       0                        0                        0                        0
-6.938893903907228E-18    6.31202023214586         -4.244571931607301       0                        0                        0                        0
-6.938893903907228E-18    6.2750654132833175       -4.2908304301900415      0                        0                        0                        0
-1.3877787807814457E-17   6.324200085123002        -4.285296497811465       0                        0                        0                        0
3.469446951953614E-18     6.412889281535539        -4.25024034661779        0                        0                        0                        0
-4.206704429243757E-17    6.443192073007492        -5                       0                        0                        0                        0
-5.551115123125783E-17    5.615226008827564        -5                       0                        0                        0                        0
-1.3877787807814457E-17   4.056831339954406        -4.388005474999371       0                        0                        0                        0
1.3877787807814457E-17    4.113174003706863        -5                       0                        0                        0                        0
-2.7755575615628914E-17   3.695556213417568        -5                       0                        0                        0                        0
8.326672684688674E-17     4.09580292436643         -4.342154322415677       0                        0                        0                        0
5.551115123125783E-17     4.480535904107197        -5.000000000000001       0                        0                        0                        0
1.0755285551056204E-16    4.087680329299406        -4.327578502626337       0                        0                        0                        0
0                         -1.0504021880578727      -4.27279798928653        0                        0                        0                        0
-1.3877787807814457E-17   -0.9055146013485416      -4.869134597246787       0                        0                        0                        0
3.469446951953614E-18     -0.34508549531219956     -4.581199236252893       0                        0                        0                        0
1.3877787807814457E-17    -0.7166915575951198      -2.3070204935120393      0                        0                        0                        0
-2.0816681711721685E-17   -1.007315441988347       -2.2442909957830626      0                        0                        0                        0
2.7755575615628914E-17    -0.9677643519199639      -2.554249887196019       0                        0                        0                        0
2.7755575615628914E-17    -1.1193898080823736      -2.42797746757762        0                        0                        0                        0
3.469446951953614E-18     -1.7258834485648702      -1.9723808008034829      0                        0                        0                        0
1.3877787807814457E-17    -1.7638865295801947      -1.8500000000000003      0                        0                        0                        0
-3.122502256758253E-17    -1.7315495665419764      -1.8500000000000003      0                        0                        0                        0
3.469446951953614E-18     -1.6472994436364745      -1.8500000000000005      0                        0                        0                        0
-1.3877787807814457E-17   -1.3544622332819682      -2.5882967730668294      0                        0                        0                        0
0                         -1.6971016021469305      -2.615830720358572       0                        0                        0                        0
-2.7755575615628914E-17   -2.137298842769936       -2.1347946511106057      0                        0                        0                        0
0                         -2.3884653743159174      -2.571316231798647       0                        0                        0                        0
-2.7755575615628914E-17   -2.2494867879502185      -2.7472693629892504      0                        0                        0                        0
-2.7755575615628914E-17   -2.349821566447178       -1.8500000000000005      0                        0                        0                        0
2.7755575615628914E-17    -2.998976132572184       -2.4666828701065744      0                        0                        0                        0
0                         -3.104089563810104       -2.6562349348076655      0                        0                        0                        0
-3.469446951953614E-18    3.874577163443928        -4.262536962053503       0                        0                        0                        0
0                         3.1348242564330073       -4.110905835385685       0                        0                        0                        0
0                         2.855150056285668        -5                       0                        0                        0                        0
5.551115123125783E-17     2.194687014690543        -4.239831119668232       0                        0                        0                        0
1.3877787807814457E-17    2.0261564309880065       -4.559862759159726       0                        0                        0                        0
-6.938893903907228E-18    2.666744473223995        -4.835523269097976       0                        0                        0                        0
6.938893903907228E-18     2.7310962978125524       -5                       0                        0                        0                        0
2.7755575615628914E-17    -0.2647413325657369      -1.85                    0                        0                        0                        0
-1.3877787807814457E-17   -0.8967350142102901      -1.8500000000000005      0                        0                        0                        0
-2.7755575615628914E-17   -0.09401193496460737     -2.179315796113058       0                        0                        0                        0
0                         2.792615740989536        -5                       0                        0                        0                        0
2.7755575615628914E-17    -0.10482531522332696     -1.8500000000000003      0                        0                        0                        0
2.7755575615628914E-17    0.13159478908811167      -1.8500000000000003      0                        0                        0                        0
-2.1684043449710089E-19   0.6820131515292203       -2.6165519445123193      0                        0                        0                        0
0                         0.6854896508511037       -2.6142198645331463      0                        0                        0                        0
5.551115123125783E-17     0.7885976296483646       -1.8500000000000003      0                        0                        0                        0
-2.7755575615628914E-17   -6.048447664856493       0.5558950599985901       0                        0                        0                        0
0                         -5.2                     0.9249999999999999       0                        0                        0                        0
0                         10                       -0.5586922759077481      0                        0                        0                        0
0                         9.24946263913067         -0.9975154826619077      0                        0                        0                        0
0                         10.000000000000004       0.5586922759082037       0                        0                        0                        0
0                         9.3420957817795          -0.06618889649567714     0                        0                        0                        0
0                         10.000000000000002       1.6760768277241531       0                        0                        0                        0
0                         9.114301257241635        1.3291724948961032       0                        0                        0                        0
1.3877787807814457E-17    -7.85564991110806        4.445210675565749        0                        0                        0                        0
2.7755575615628914E-17    -7.685665598614972       4.5808158751669          0                        0                        0                        0
2.7755575615628914E-17    -7.733638110263036       5.000000000000001        0                        0                        0                        0
5.551115123125783E-17     -7.209134507236845       5                        0                        0                        0                        0
0                         -7.133716770560485       4.6548729056412155       0                        0                        0                        0
6.938893903907228E-18     2.810078433419546        -4.94755307738165        0                        0                        0                        0
-1.3877787807814457E-17   3.0849645031482336       -4.0280207044946685      0                        0                        0                        0
-1.734723475976807E-18    5.868579818521199        -4.056202476507702       0                        0                        0                        0
0                         5.644953231220831        -3.98889277854698        0                        0                        0                        0
1.3877787807814457E-17    4.646405360976876        -4.4993234627418826      0                        0                        0                        0
-2.7755575615628914E-17   4.718768504549047        -5.000000000000001       0                        0                        0                        0
-1.734723475976807E-17    4.1534097525766915       -4.298786816071159       0                        0                        0                        0
5.551115123125783E-17     5.263724268545339        -4.686147272549406       0                        0                        0                        0
0                         4.851779382368572        -4.073006306526721       0                        0                        0                        0
0                         5.626122534529897        -3.968953925433432       0                        0                        0                        0
-1.3877787807814457E-17   -1.047884980999272       -1.8500000000000005      0                        0                        0                        0
0                         2.674887151016814        -2.125675314187067       0                        0                        0                        0
5.551115123125783E-17     2.375044296031549        -1.8500000000000005      0                        0                        0                        0
2.7755575615628914E-17    3.0868179715003974       -1.8500000000000003      0                        0                        0                        0
-6.938893903907228E-18    2.3618707001209014       -2.6004569680280403      0                        0                        0                        0
0                         0.6862065445857631       -2.6168385150936095      0                        0                        0                        0
2.1684043449710089E-19    0.6897226807702711       -2.6130891646211714      0                        0                        0                        0
1.3877787807814457E-17    1.4882361178987558       -2.3289043447269666      0                        0                        0                        0
5.551115123125783E-17     1.443576508207229        -1.8500000000000005      0                        0                        0                        0
-5.551115123125783E-17    1.8257088453649093       -1.8500000000000005      0                        0                        0                        0
6.938893903907228E-18     2.252936376411716        -2.5752034345678534      0                        0                        0                        0
2.7755575615628914E-17    3.0565221521140877       -2.465951278790664       0                        0                        0                        0
2.7755575615628914E-17    3.3687046230205606       -2.0940751929820864      0                        0                        0                        0
-1.3877787807814457E-17   2.32906824950617         -2.6795122409502286      0                        0                        0                        0
0                         -6.0040551193969085      1.528684925364187        0                        0                        0                        0
0                         -5.2                     1.8500000000000003       0                        0                        0                        0
2.7755575615628914E-17    9.252179916104067        2.019113928104627        0                        0                        0                        0
6.938893903907228E-17     9.394488106205943        2.225107310568736        0                        0                        0                        0
0                         9.999999999999996        2.793461379540103        0                        0                        0                        0
-4.163336342344337E-17    9.298808219526094        2.3516109674564523       0                        0                        0                        0
0                         10                       3.9101758230435006       0                        0                        0                        0
-2.7755575615628914E-17   9.347327945790255        3.3372776251031278       0                        0                        0                        0
0                         -2.980412039236602       1.8500000000000005       0                        0                        0                        0
-2.7755575615628914E-17   -3.3675483625392824      1.8500000000000005       0                        0                        0                        0
0                         -3.195333330403383       2.0636597799640293       0                        0                        0                        0
0                         -4.593399642914571       2.5964552120274          0                        0                        0                        0
-2.7755575615628914E-17   -4.367273638431138       1.8500000000000005       0                        0                        0                        0
-2.7755575615628914E-17   -3.4959076645393843      2.2304441136453494       0                        0                        0                        0
2.7755575615628914E-17    -3.7366935518054536      1.8500000000000005       0                        0                        0                        0
2.7755575615628914E-17    -4.155969568366451       2.167743357869804        0                        0                        0                        0
0                         -3.8036964485236577      2.540703336308195        0                        0                        0                        0
0                         -4.475897155989203       2.723797760977199        0                        0                        0                        0
-1.3877787807814457E-17   -6.481649244901606       5.000000000000001        0                        0                        0                        0
-2.7755575615628914E-17   -6.86838892980753        4.304724824744966        0                        0                        0                        0
-1.3877787807814457E-17   -6.45014365181102        4.926097343504616        0                        0                        0                        0
-2.0816681711721685E-17   -6.431858024405126       5.000000000000001        0                        0                        0                        0
-3.469446951953614E-18    -6.322034494162113       4.849772584767839        0                        0                        0                        0
-3.469446951953614E-17    -6.39645825864858        5.000000000000001        0                        0                        0                        0
5.551115123125783E-17     4.261779354347443        -2.296319134076748       0                        0                        0                        0
5.551115123125783E-17     3.732722511176603        -1.85                    0                        0                        0                        0
-2.7755575615628914E-17   4.394737241490491        -1.8500000000000005      0                        0                        0                        0
0                         3.633243607491887        -2.798492571917612       0                        0                        0                        0
0                         3.4440334784805504       -2.8905992734552255      0                        0                        0                        0
5.551115123125783E-17     4.701478831860989        -2.215272570608851       0                        0                        0                        0
0                         4.581919550154992        -2.5434575790170135      0                        0                        0                        0
0                         5.2                      -1.8500000000000003      0                        0                        0                        0
0                         4.996680396791112        -2.550642278520784       0                        0                        0                        0
0                         3.4305346872548355       -1.8500000000000003      0                        0                        0                        0
-1.3877787807814457E-17   -4.617249698087768       2.8089763004300026       0                        0                        0                        0
-2.7755575615628914E-17   -2.6937698020694647      2.7599904615751174       0                        0                        0                        0
-2.7755575615628914E-17   -2.594488622066615       2.4883331809408693       0                        0                        0                        0
-2.7755575615628914E-17   -2.349821566447178       1.8500000000000005       0                        0                        0                        0
0                         -2.0109209740779708      2.4805269108796604       0                        0                        0                        0
0                         -2.215130729633427       2.6568076357512695       0                        0                        0                        0
-5.204170427930421E-18    -1.770934112668277       1.9681081307498332       0                        0                        0                        0
1.3877787807814457E-17    -1.7638865295801947      1.8500000000000003       0                        0                        0                        0
-3.122502256758253E-17    -1.7315495665419764      1.8500000000000003       0                        0                        0                        0
0                         7.595392558127451        4.381958958921768        0                        0                        0                        0
-5.551115123125783E-17    7.183967879682437        5                        0                        0                        0                        0
0                         6.971296547845526        4.6147602786331205       0                        0                        0                        0
3.469446951953614E-18     7.681406093343659        4.381897394438661        0                        0                        0                        0
-5.551115123125783E-17    7.730316316551578        5                        0                        0                        0                        0
2.7755575615628914E-17    8.066715341215165        5.000000000000001        0                        0                        0                        0
3.469446951953614E-18     7.616668272770005        4.319392823052076        0                        0                        0                        0
0                         7.714186217500448        4.31347676230229         0                        0                        0                        0
-5.551115123125783E-17    8.363764334944479        4.532297913716082        0                        0                        0                        0
0                         8.705571448927213        4.685281353745646        0                        0                        0                        0
2.7755575615628914E-17    8.476179886689856        5.000000000000001        0                        0                        0                        0
-2.7755575615628914E-17   8.463819917560581        4.119700266353441        0                        0                        0                        0
0                         9.06166209923588         4.513407586643023        0                        0                        0                        0
2.7755575615628914E-17    8.970098931173565        5                        0                        0                        0                        0
0                         10                       5                        0                        0                        0                        0
0                         9.226425091809105        4.159852586682515        0                        0                        0                        0
-5.551115123125783E-17    -4.986589234215471       4.2084248160881215       0                        0                        0                        0
-1.3877787807814457E-17   -4.665780091466671       4.5819285688744325       0                        0                        0                        0
2.7755575615628914E-17    -5.10637124162864        4.399807062138369        0                        0                        0                        0
-2.7755575615628914E-17   -4.738103314109998       5                        0                        0                        0                        0
0                         -5.594466747032426       5                        0                        0                        0                        0
1.3877787807814457E-17    -5.778563539240156       4.314607666266615        0                        0                        0                        0
1.3877787807814457E-17    -5.49841007676803        4.170951018506851        0                        0                        0                        0
0                         -5.829785193361246       4.179124535138024        0                        0                        0                        0
2.7755575615628914E-17    -3.6317247858079535      4.937494184640666        0                        0                        0                        0
5.551115123125783E-17     -3.5891014301304676      5                        0                        0                        0                        0
-1.3877787807814457E-17   -3.5523621578185085      4.930694824202806        0                        0                        0                        0
5.551115123125783E-17     -3.9422681518144627      4.404512383407653        0                        0                        0                        0
